strTaxClass,strSppC,strITIScode,strElCode,strGName,strSComNam,strSeasWarn,strGRank,strGRank2,strSRankAL,strSRankAL2,strSRankFL,strSRankFL2,strSRankGA,strSRankGA2,strSRankKY,strSRankKY2,strSRankMS,strSRankMS2,strSRankNC,strSRankNC2,strSRankSC,strSRankSC2,strSRankTN,strSRankTN2,strSRankVA,strSRankVA2,strSProtAL,strSProtFL,strSProtGA,strSProtKY,strSProtMS,strSProtNC,strSProtSC,strSProtTN,strSProtVA,strSGCNAL,strSGCNFL,strSGCNGA,strSGCNKY,strSGCNMS,strSGCNNC,strSGCNSC,strSGCNTN,strSGCNVA,USESA_CODE
Mammalian,mWOVO,180314,AMAFF11150,"Microtus pinetorum","Woodland Vole",,G5,,S5,,SNR,,S5,,S5,,S5,,S5,,SNR,,S5,,S5,,,,,N,NGSINM,,,,,0,0,0,0,0,0,0,0,0,
Reptilian,rAMAL,551771,ARABA01010,"Alligator mississippiensis","American Alligator",,G5,,S4,,S4,,S4,,,,S4,,S3,S3,S5,,,,,,"SP, GASP",FT(S/A),,,,T,,,,0,0,0,0,0,1,1,0,0,SAT
Reptilian,rAMCR,174361,ARABB02010,"Crocodylus acutus","American Crocodile",,G2,G2,,,S2,S2,,,,,,,,,,,,,,,,FT,,,,,,,,0,1,0,0,0,0,0,0,0,"LE, LT"
Reptilian,rAMTU,173801,ARAAD05090,"Graptemys pulchra","Alabama Map Turtle",,G4,,S3,S3,,,S1,S1,,,S2?,S2?,,,,,,,,,SP,,R,,NGSINM,,,,,0,0,1,0,1,0,0,0,0,
Reptilian,rARTU,173804,ARAAD07010,"Pseudemys alabamensis","Alabama Redbelly Turtle",,G1,G1,S1,S1,,,,,,,S1,S1,,,,,,,,,SP,,,,LE,,,,,1,0,0,0,1,0,0,0,0,LE
Reptilian,rASTU,173755,ARAAB02010,"Macrochelys temminckii","Alligator Snapping Turtle",,G3G4,G3G4,S3,S3,S3,S3,S3,S3,S2,S2,S3,S3,,,,,S2S3,S2S3,,,SP,SSC,T,T,NGSINM,,,D,,1,1,1,0,1,0,0,1,0,
Reptilian,rBKTU,173797,ARAAD05060,"Graptemys nigrinoda","Black-knobbed Map Turtle",,G3,G3,S3,S3,,,,,,,S2,S2,,,,,,,,,SP,,,,LE,,,,,0,0,0,0,1,0,0,0,0,
Reptilian,rBLKI,209251,ARADB19025,"Lampropeltis getula nigra","Black Kingsnake",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilian,rBLPS,209395,ARADB26011,"Pituophis melanoleucus lodingi","Black Pine Snake",,G4T2T3,,S2,S2,,,,,,,S2,S2,,,,,,,,,SP,,,,LE,,,,,1,0,0,0,1,0,0,0,0,C
Reptilian,rBMTU,173791,ARAAD05010,"Graptemys barbouri","Barbour's Map Turtle",,G2,G2,S2,S2,S2,S2,S2,S2,,,,,,,,,,,,,SP,SSC,T,,,,,,,1,1,1,0,0,0,0,0,0,
Reptilian,rBOTU,173773,ARAAD02040,"Glyptemys muhlenbergii","Bog Turtle",,G3,G3,,,,,S1,S1,,,,,S2,S2,S1,S1,S1,S1,S2,S2,,,E,,,T,ST,T,LE,0,0,1,0,0,1,1,1,1,"LT, SAT"
Reptilian,rBRAN,173903,ARACF01060,"Anolis sagrei","Brown Anole",,G5,,SNA,,SNA,,SNA,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
Reptilian,rBRSK,173961,ARACH01080,"Eumeces laticeps","Broadhead Skink",,G5,,S5,,SNR,,S5,,S4,,S5,,S5,,SNR,,S5,,S5,,,,,N,NGSINM,,,,,0,0,0,0,0,1,0,0,0,
Reptilian,rBRSN,174129,ARADB34010,"Storeria dekayi","Brown Snake",,G5,,S5,,S5,,S5,,S5,,S5,,S5,,SNR,,S5,,S5,,,,,N,NGSINM,,,,,0,1,0,0,0,0,0,0,0,
Reptilian,rBSSN,174273,ARADB31010,"Seminatrix pygaea","Black Swamp Snake",,G5,,S2,S2,SNR,,S3,S3,,,,,S2,S2,SNR,,,,,,,,,,,SR,,,,1,0,0,0,0,1,1,0,0,
Reptilian,rBWSN,174255,ARADB22070,"Nerodia taxispilota","Brown Water Snake",,G5,,S3,S3,SNR,,S5,,,,SNA,,S4S5,,SNR,,,,S4,,,,,,NGSINM,,,,,0,0,0,0,0,0,0,0,0,
Reptilian,rCGSN,174136,ARADB36130,"Thamnophis sirtalis","Common Garter Snake",,G5,,S5,,SNR,,S5,,S5,,S5,,S5,,SNR,,S5,,S5,,,,,N,,,,,,0,0,0,0,0,0,0,0,0,
Reptilian,rCHGE,174058,ARACD03050,"Hemidactylus mabouia","Cosmopolitan House Gecko",,G5,,,,SNA,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
Reptilian,rCHTU,173786,ARAAD03010,"Deirochelys reticularia","Chicken Turtle",,G5,,S3,S3,S4,,S5,,,,S4,,S3,S3,SNR,,,,S1,S1,,,,,NGSINM,SR,,,LE,0,1,0,0,1,1,1,0,1,
Reptilian,rCMTU,173794,ARAAD05040,"Graptemys geographica","Common Map Turtle",,G5,,S3,S3,,,S1,S1,S4,,SNR,,SNR,,,,S5,,S3,S3,,,R,N,NGSINM,SR,,,,0,0,1,0,0,0,0,0,1,
Reptilian,rCMUU,173758,ARAAE02040,"Sternotherus odoratus","Common Musk Turtle",,G5,,S5,,S5,,S5,,S5,,S5,,S5,,SNR,,S5,,S5,,,,,N,NGSINM,,,,,0,0,0,0,0,0,0,0,0,
Reptilian,rCOAC,174238,ARADB21020,"Masticophis flagellum",Coachwhip,,G5,,S3,S3,SNR,,S5,,SX,,S3S4,S3S4,S3,S3,SNR,,S2S3,S2S3,,,SP,,,N,NGSINM,SR,,,,0,0,0,1,1,1,0,1,0,
Reptilian,rCOOT,173809,ARAAD07030,"Pseudemys floridana",Cooter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
Reptilian,rCOPP,174296,ARADE01010,"Agkistrodon contortrix",Copperhead,,G5,,S5,,S2,S2,S5,,S5,,S5,,S5,,SNR,,S5,,S5,,,,,N,NGSINM,,,,,0,1,0,0,0,0,0,0,0,
Reptilian,rCOSK,173962,ARACH01010,"Eumeces anthracinus","Coal Skink",,G5,,S3,S3,S3,S3,S2,S2,S2,S2,S3S4,S3S4,S2S3,S2S3,S1,S1,S1,S1,S2S3,S2S3,,,,T,NGSINM,SR,ST,D,,1,1,1,1,1,1,1,1,0,
Reptilian,rCOSN,174175,ARADB13020,"Elaphe guttata","Corn Snake",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,0,
Reptilian,rCOTT,174299,ARADE01020,"Agkistrodon piscivorus",Cottonmouth,,G5,,S5,,SNR,,S5,,S3S4,S3S4,S5,,S5,,SNR,,S5,,S3,S3,,,,N,NGSINM,,,,,0,0,0,1,0,0,0,0,0,
Reptilian,rDITE,173780,ARAAD06010,"Malaclemys terrapin","Diamondback Terrapin",,G4,,S2,S2,S4,,S3,S3,,,S2,S2,S3,S3,SNR,,,,S3,S3,,,U,,NGSINM,SC,,,,0,0,0,0,0,0,0,0,0,
Reptilian,rDWSN,563904,ARADB22050,"Nerodia rhombifer","Diamondback Water Snake",,G5,,S3S4,S3S4,,,,,S5,,S5,,,,,,S5,,,,,,,N,NGSINM,,,,,0,0,0,1,0,0,0,0,0,
Reptilian,rEAKI,174190,ARADB19023,"Lampropeltis getula getula","Eastern Kingsnake",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,1,0,0,1,
Reptilian,rEATU,173763,ARAAE01050,"Kinosternon subrubrum","Eastern Mud Turtle",,G5,,S5,,S5,,S5,,S3S4,S3S4,S5,,S5,,SNR,,S5,,S5,,,,,N,NGSINM,,,,,0,1,0,1,0,0,0,0,0,
Reptilian,rEBTU,173777,ARAAD08012,"Terrapene carolina carolina","Eastern Box Turtle",,G5T5,,,,SNR,,,,S5,,,,,,,,,,,,,,,N,,,,,,0,1,0,0,0,1,0,1,1,
Reptilian,rECSN,174354,ARADC02010,"Micrurus fulvius","Eastern Coral Snake",,G5,,S3,S3,SNR,,S3,S3,,,S3S4,S3S4,S1,S1,S2,S2,,,,,,,,,NGSINM,E,,,,1,0,0,0,1,1,1,0,0,
Reptilian,rEDRA,174309,ARADE02010,"Crotalus adamanteus","Eastern Diamondback Rattlesnake",,G4,,S3,S3,S3,S3,S4,,,,S3S4,S3S4,S1,S1,S3,S3,,,,,,,,,NGSINM,E,,,,1,1,1,0,1,1,1,0,0,
Reptilian,rEGLI,174110,ARACB02030,"Ophisaurus ventralis","Eastern Glass Lizard",,G5,,S5,,SNR,,S5,,,,S5,,S5,,SNR,,,,S1,S1,,,,,NGSINM,,,,LT,0,0,0,0,0,0,0,0,1,
Reptilian,rEHSN,563935,ARADB17020,"Heterodon platirhinos","Eastern Hognose Snake",,G5,,S5,,SNR,,S5,,S5,,S5,,S4S5,,SNR,,S4,,S5,,,,,N,NGSINM,,,,,0,1,0,0,0,1,0,1,1,
Reptilian,rEISN,174134,ARADB36120,"Thamnophis sauritus","Eastern Ribbon Snake",,G5,,S5,,S5,,S5,,S3,S3,S5,,S4,,SNR,,S4S5,,S5,,,,,N,NGSINM,,,,,0,1,0,1,0,1,0,0,1,
Reptilian,rEMSN,209242,ARADB1905A,"Lampropeltis triangulum triangulum","Eastern Milk Snake",,G5T5,,S2,S2,,,S2,S2,S4,,,,S2S3,S2S3,S3,S3,,,S5,,,,,N,,W3,,,,0,0,0,0,0,0,0,0,0,
Reptilian,rEMTU,551768,ARAAD05120,"Graptemys ernsti","Escambia Map Turtle",,G2,G2,S2,S2,S2,S2,,,,,,,,,,,,,,,SP,,,,,,,,,0,1,0,0,0,0,0,0,0,
Reptilian,rEPSO,208693,ARAAG01036,"Apalone spinifera spinifera","Eastern Spiny Softshell",,G5T5,,SNR,,,,,,S5,,,,S1,S1,,,,,S2,S2,PSNG,,,N,,SC,,,,0,0,0,0,0,1,0,0,0,
Reptilian,rERSN,174177,ARADB13030,"Elaphe obsoleta","Eastern Rat Snake",,G5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
Reptilian,rFBTU,208596,ARAAD08011,"Terrapene carolina bauri","Florida Box Turtle",,G5T4,,,,SNR,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,
Reptilian,rFCSN,174286,ARADB35080,"Tantilla relicta","Florida Crowned Snake",,G5,,,,SNR,,S1,S1,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,
Reptilian,rFELI,173865,ARACF14130,"Sceloporus undulatus","Fence/prairie/plateau Lizard",,G5,,S5,,SNR,,S5,,S5,,S5,,S5,,SNR,,S5,,S5,,,,,N,NGSINM,,,,,0,0,0,0,0,0,0,0,0,
Reptilian,rFGWS,209382,ARADB22080,"Nerodia floridana","Florida Green Water Snake",,G5,,S2,S2,SNR,,S2,S2,,,,,,,S2,S2,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,
Reptilian,rFISK,173959,ARACH01050,"Eumeces fasciatus","Five-lined Skink",,G5,,S5,,SNR,,S5,,S5,,S5,,S5,,SNR,,S5,,S5,,,,,N,NGSINM,,,,,0,0,0,0,0,0,0,0,0,
Reptilian,rFLPS,209398,ARADB26013,"Pituophis melanoleucus mugitus","Florida Pine Snake",,G4T3,,S2,S2,S3,S3,S3,S3,,,,,,,S2,S2,,,,,SP,SSC,,,,,,,,1,1,1,0,0,0,1,0,0,
Reptilian,rFLSO,208675,ARAAG01010,"Apalone ferox","Florida Softshell",,G5,,S2,S2,S5,,S5,,,,,,,,SNR,,,,,,PSNG,N,,,,,,,,0,0,0,0,0,0,1,0,0,
Reptilian,rFLTU,173760,ARAAE02020,"Sternotherus depressus","Flattened Musk Turtle",,G2,G2,S2,S2,,,,,,,,,,,,,,,,,SP,,,,,,,,,1,0,0,0,0,0,0,0,0,LT
Reptilian,rFMTU,173800,ARAAD05080,"Graptemys pseudogeographica","False Map Turtle",,G5,,,,,,,,S3S4,S3S4,S5,,,,,,SNR,,SNA,,,,,N,NGSINM,,,,,0,0,0,1,0,0,0,0,0,
Reptilian,rFRTU,173813,ARAAD07040,"Pseudemys nelsoni","Florida Red-bellied Turtle",,G5,,,,S5,,S2,S2,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,
Reptilian,rFSLI,173882,ARACF14160,"Sceloporus woodi","Florida Scrub Lizard",,G3,G3,,,S3,S3,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,
Reptilian,rFWLI,209635,ARACA01010,"Rhineura floridana","Florida Worm Lizard",,G4,,,,SNR,,S1,S1,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,
Reptilian,rGBTU,208598,ARAAD08013,"Terrapene carolina major","Gulf Coast Box Turtle",,G5T4,,,,SNR,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,
Reptilian,rGCSN,174127,ARADB27020,"Regina grahamii","Graham's Crayfish Snake",,G5,,,,,,,,,,S5,,,,,,,,,,,,,,NGSINM,,,,,0,0,0,0,0,0,0,0,0,
Reptilian,rGMSO,208678,ARAAG01021,"Apalone mutica calvata","Gulf Coast Smooth Softshell",,G5T5,,SNR,,S1,S1,,,,,,,,,,,,,,,PSNG,N,,,,,,,,0,1,0,0,0,0,0,1,0,
Reptilian,rGOTO,173858,ARAAF01030,"Gopherus polyphemus","Gopher Tortoise",,G3,G3,S3,S3,S3,S3,S2,S2,,,S2,S2,,,S1,S1,,,,,SP,ST,T,,LE,,SE,,,1,1,1,0,1,0,1,0,0,
Reptilian,rGPSO,208683,ARAAG01031,"Apalone spinifera aspera","Gulf Coast Spiny Softshell",,G5T5,,SNR,,SNR,,,,,,,,S3,S3,,,,,SNA,,PSNG,N,,,,W2,,,,0,0,0,0,0,1,0,0,0,
Reptilian,rGRAN,173885,ARACF01010,"Anolis carolinensis","Green Anole",,G5,,S5,,SNR,,S5,,,,S5,,S5,,SNR,,S3,S3,,,,,,,NGSINM,,,,,0,0,0,0,0,0,0,1,0,
Reptilian,rGRSK,174008,ARACH03010,"Scincella lateralis","Ground Skink",,G5,,S5,,SNR,,S5,,S5,,S5,,S5,,SNR,,S5,,S5,,,,,N,NGSINM,,,,,0,0,0,0,0,0,0,0,0,
Reptilian,rGRSN,174123,ARADB27030,"Regina rigida","Glossy Crayfish Snake",,G5,,S4,,SNR,,S4,,,,S4,,S2S3,S2S3,SNR,,,,S1,S1,,,,,NGSINM,SR,,,,0,0,0,0,1,1,0,0,1,
Reptilian,rGRTU,173833,ARAAA02010,"Chelonia mydas","Green Turtle",,G3,G3,S1,S1,S2,S2,S1,S1,,,SNA,,"S1B,SUN","S1B,SUN",SNR,,,,SNA,,SP,FE,T,,LE,T,ST,,LT,1,1,1,0,1,1,1,0,0,"LE, LT"
Reptilian,rGWSN,174243,ARADB22010,"Nerodia cyclopion","Green Water Snake",,G5,,S2,S2,S1,S1,,,S1,S1,S5,,,,,,S2,S2,,,,,,E,NGSINM,,,D,,0,1,0,1,0,0,0,1,0,
Reptilian,rIGLI,174109,ARACB02020,"Ophisaurus compressus","Island Glass Lizard",,G3G4,G3G4,,,SNR,,S2,S2,,,,,,,S1S2,S1S2,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,
Reptilian,rINSN,202172,ARADB11011,"Drymarchon corais couperi","Eastern Indigo Snake",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,0,0,
Reptilian,rKISN,174216,ARADB06010,"Clonophis kirtlandii","Kirtland's Snake",,G2,G2,,,,,,,S2,S2,,,,,,,,,,,,,,T,,,,,,0,0,0,1,0,0,0,0,0,
Reptilian,rLEAT,173843,ARAAC01010,"Dermochelys coriacea",Leatherback,,G2,G2,SNR,,S2,S2,S1,S1,,,SNA,,"S1B,SUN","S1B,SUN",SNA,,,,SNA,,SP,FE,E,,LE,E,SE,,LE,1,1,1,0,1,1,1,0,0,LE
Reptilian,rLMTU,173761,ARAAE02030,"Sternotherus minor","Loggerhead Musk Turtle",,G5,,S5,,S4,,S5,,,,S5,,S1,S1,,,S5,,S2,S2,,,,,NGSINM,SC,,,,0,0,0,0,0,1,0,0,1,
Reptilian,rLOGG,173830,ARAAA01010,"Caretta caretta",Loggerhead,,G3,G3,S1,S1,S3,S3,S2,S2,,,S1B,S1B,"S3B,S3N","S3B,S3N",S3,S3,,,"S1B,S1N","S1B,S1N",SP,FT,E,,LE,T,ST,,LT,1,1,1,0,1,1,0,0,1,LT
Reptilian,rMEGE,174059,ARACD03020,"Hemidactylus turcicus","Mediterranean Gecko",,G5,,SNA,,SNA,,SNA,,,,SNA,,,,SNA,,,,SNA,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
Reptilian,rMGLI,209006,ARACB02040,"Ophisaurus mimicus","Mimic Glass Lizard",,G3,G3,S2,S2,SNR,,S2,S2,,,SH,,S2,S2,SNR,,,,,,,,R,,NGSINM,SC,,,,1,0,1,0,1,1,1,0,0,
Reptilian,rMMSO,208679,ARAAG01022,"Apalone mutica mutica","Midland Smooth Softshell",,G5T5,,SNR,,,,,,S3,S3,,,,,,,,,,,PSNG,,,S,,,,,,0,0,0,1,0,0,0,0,0,
Reptilian,rMOKI,174186,ARADB19012,"Lampropeltis calligaster rhombomaculata","Mole Kingsnake",,G5T5,,S3,S3,,,,,,,S3?,S3?,,,,,,,,,,,,,NGSINM,,,,,0,0,0,0,1,1,0,0,0,
Reptilian,rMOSK,173965,ARACH01040,"Eumeces egregius","Mole Skink",,G5,,S4,,S5,,S3,S3,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,
Reptilian,rMUSN,174164,ARADB14010,"Farancia abacura","Mud Snake",,G5,,S5,,SNR,,S5,,S3,S3,S5,,S4,,SNR,,S5,,S4,,,,,N,NGSINM,,,,,0,0,0,1,0,0,0,0,1,
Reptilian,rNOPS,209397,ARADB26012,"Pituophis melanoleucus melanoleucus","Northern Pine Snake",,G4T4,,S3,S3,SNR,,S2,S2,S2,S2,SNA,,S3,S3,SNR,,S3,S3,S1S3,S1S3,,,,T,NGSINM,SC,,T,,1,0,0,1,1,1,0,1,1,
Reptilian,rNPTU,173783,ARAAD01010,"Chrysemys picta","Northern Painted Turtle",,G5,,S5,,,,S5,,S5,,,,S5,,SNR,,S5,,S5,,,,,N,,,,,,0,0,0,1,0,0,0,0,0,
Reptilian,rNWSN,174251,ARADB22060,"Nerodia sipedon","Northern Water Snake",,G5,,S5,,SNR,,S5,,S5,,S5,,S5,,SNR,,S5,,S5,,,,,N,,,,,,0,0,0,0,0,1,0,0,0,
Reptilian,rOMTU,173799,ARAAD05110,"Graptemys ouachitensis","Ouachita Map Turtle",,G5,,S3,S3,,,,,S4,,S4?,,,,,,S5,,,,,,,N,NGSINM,,,,,0,0,0,0,0,0,0,0,0,
Reptilian,rPISN,174265,ARADB28010,"Rhadinaea flavilata","Pine Woods Snake",,G4,,S2,S2,SNR,,S2,S2,,,S3?,S3?,S3,S3,SNR,,,,,,,,,,NGSINM,W2,,,,0,0,0,0,1,1,1,0,0,
Reptilian,rPMTU,551767,ARAAD05130,"Graptemys gibbonsi","Pascagoula Map Turtle",,G2G3,G2G3,,,,,,,,,S1S2,S1S2,,,,,,,,,,,,,NGSINM,,,,,0,0,0,0,1,0,0,0,0,
Reptilian,rPRKI,209221,ARADB19011,"Lampropeltis calligaster calligaster","Prairie Kingsnake",,G5T5,,S1S2,S1S2,,,,,S4,,S3S4,S3S4,,,,,,,,,,,,N,NGSINM,,,,,1,0,0,0,1,0,0,0,0,
Reptilian,rPWSN,174244,ARADB22020,"Nerodia erythrogaster","Plainbelly Water Snake",,G5,,S5,,SNR,,S5,,S5,,S5,,S5,,SNR,,S5,,S4,,,,,N,,,,,,0,0,0,1,0,0,0,1,0,
Reptilian,rPYRA,174302,ARADE03020,"Sistrurus miliarius","Pygmy Rattlesnake",,G5,,S4,,SNR,,S5,,S2,S2,S5,,S3,S3,SNR,,S2,S2,,,,,,N,NGSINM,SC,,,,0,0,0,1,0,1,0,1,0,
Reptilian,rQUSN,174125,ARADB27040,"Regina septemvittata","Queen Snake",,G5,,S5,,SNR,,S5,,S4,,S3,S3,S4,,SNR,,S5,,S5,,,,,N,NGSINM,,,,,0,0,0,0,1,0,0,0,1,
Reptilian,rRACE,174169,ARADB07010,"Coluber constrictor",Racer,,G5,,S5,,SNR,,S5,,S5,,S5,,S5,,SNR,,S5,,S5,,,,,N,NGSINM,,,,,0,0,0,0,0,0,0,0,0,
Reptilian,rRASN,174166,ARADB14020,"Farancia erytrogramma","Rainbow Snake",,G4,,S3,S3,SNR,,S3,S3,,,S2,S2,S3,S3,SNR,,,,S3,S3,,,,,LE,"W1,W2",,,,0,0,0,0,0,0,0,0,1,
Reptilian,rRDSN,174131,ARADB34030,"Storeria occipitomaculata","Redbelly Snake",,G5,,S5,,SNR,,S5,,S4,,S5,,S5,,SNR,,S5,,S5,,,,,N,NGSINM,,,,,0,0,0,0,0,0,0,0,0,
Reptilian,rREGE,174083,ARACD05030,"Sphaerodactylus notatus","Reef Gecko",,G5,,,,SNR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
Reptilian,rRESN,174150,ARADB39010,"Virginia striatula","Rough Earth Snake",,G5,,S5,,SNR,,S4?,,,,S5,,S5,,SNR,,S2S3,S2S3,S4,,,,,,NGSINM,,,,,0,0,0,0,0,0,0,1,0,
Reptilian,rRETU,173814,ARAAD07050,"Pseudemys rubriventris","Redbelly Turtle",,G5,,,,,,,,,,,,S3,S3,,,,,S4,,,,,,,W1,,,,0,0,0,0,0,0,0,0,0,
Reptilian,rRGSN,174172,ARADB23010,"Opheodrys aestivus","Rough Green Snake",,G5,,S5,,SNR,,S5,,S5,,S4,,S5,,SNR,,S5,,S5,,,,,N,NGSINM,,,,,0,0,0,0,0,0,0,0,0,
Reptilian,rRICO,173805,ARAAD07020,"Pseudemys concinna","River Cooter",,G5,,S5,,S4,,S4S5,,S3,S3,S5,,S4,,SNR,,S5,,S4,,,,,N,NGSINM,,,,,0,0,0,0,0,0,0,0,0,
Reptilian,rRISN,174158,ARADB10010,"Diadophis punctatus","Ringneck Snake",,G5,,S5,,S5,,S5,,S5,,S5,,S5,,SNR,,S5,,S5,,,,,N,NGSINM,,,,,0,1,0,0,0,0,0,0,0,
Reptilian,rRMSN,209238,ARADB19057,"Lampropeltis triangulum syspila","Red Milk Snake",,G5T5,,S2,S2,,,,,S3S4,S3S4,S3?,S3?,,,,,,,,,,,,N,NGSINM,,,,,0,0,0,0,1,0,0,0,0,
Reptilian,rRMTU,173798,ARAAD05070,"Graptemys oculifera","Ringed Map Turtle",,G2,G2,,,,,,,,,S2,S2,,,,,,,,,,,,,LE,,,,,0,0,0,0,1,0,0,0,0,LT
Reptilian,rRRCS,174284,ARADB35060,"Tantilla oolitica","Rim Rock Crowned Snake",,G1G2,G1G2,,,S1S2,S1S2,,,,,,,,,,,,,,,,ST,,,,,,,,0,1,0,0,0,0,0,0,0,
Reptilian,rRZTU,173759,ARAAE02010,"Sternotherus carinatus","Razorback Musk Turtle",,G5,,S1,S1,,,,,,,S5,,,,,,,,,,,,,,NGSINM,,,,,1,0,0,0,0,0,0,0,0,
Reptilian,rSASK,174005,ARACH02010,"Neoseps reynoldsi","Sand Skink",,G2,G2,,,S2,S2,,,,,,,,,,,,,,,,FT,,,,,,,,0,1,0,0,0,0,0,0,0,LT
Reptilian,rSCKI,209232,ARADB19054,"Lampropeltis triangulum elapsoides","Scarlet Kingsnake",,G5T5,,S5,,SNR,,SNR,,S3,S3,S4,,S3,S3,S5,,,,S2S4,S2S4,,,,S,NGSINM,"W1,W5",,,,0,0,0,1,0,1,0,0,0,
Reptilian,rSCSN,174126,ARADB27010,"Regina alleni","Striped Crayfish Snake",,G5,,,,SNR,,S2,S2,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
Reptilian,rSCWS,174280,ARADB35020,"Tantilla coronata","Southeastern Crowned Snake",,G5,,S5,,SNR,,S4,,S3S4,S3S4,S4S5,,S3S4,S3S4,SNR,,S5,,S2S3,S2S3,,,,N,NGSINM,,,,,0,0,0,1,0,1,0,0,1,
Reptilian,rSESN,174151,ARADB39020,"Virginia valeriae","Smooth Earth Snake",,G5,,S5,,SNR,,S4?,,S4,,S5,,S3,S3,SNR,,S5,,S5,,,,,N,NGSINM,W2,,,,0,1,0,0,0,1,0,0,1,
Reptilian,rSFSK,173960,ARACH01070,"Eumeces inexpectatus","Southeastern Five-lined Skink",,G5,,S3,S3,SNR,,S5,,S3,S3,S5,,S5,,SNR,,S5,,S5,,,,,S,NGSINM,,,,,1,0,0,1,0,0,0,0,0,
Reptilian,rSGLI,174106,ARACB02010,"Ophisaurus attenuatus","Slender Glass Lizard",,G5,,S5,,SNR,,S3,S3,S2,S2,S3?,S3?,S2S3,S2S3,S4,,SNR,,S4,,,,,N,NGSINM,SR,,,,0,0,0,1,0,1,0,1,0,
Reptilian,rSGSN,563910,ARADB47010,"Liochlorophis vernalis","Smooth Green Snake",,G5,,,,,,,,,,,,SNA,,,,,,S3,S3,,,,,,"W4,SC",,,,0,0,0,0,0,1,0,0,1,
Reptilian,rSHSN,174156,ARADB17030,"Heterodon simus","Southern Hognose Snake",,G2,G2,SH,,S2,S2,S2,S2,,,SX,,S2,S2,SNR,,,,,,SP,,T,,LE,SC,,,,1,1,1,0,1,1,1,0,0,
Reptilian,rSIRA,174014,ARACJ02110,"Aspidoscelis sexlineata","Six-lined Racerunner",,G5,,S5,,SNR,,S5,,S3S4,S3S4,S5,,S5,,SNR,,S4S5,,S5,,,,,N,NGSINM,,,,,0,0,0,1,0,0,0,0,0,
Reptilian,rSLID,173819,ARAAD09010,"Trachemys scripta",Slider,,G5,,S5,,S5,,S5,,S5,,S5,,S5,,SNR,,S5,,S4,,,,,N,,,,,,0,0,0,0,0,0,1,0,1,
Reptilian,rSMSN,209370,ARADB22090,"Nerodia clarkii","Salt Marsh Snake",,G4,,S2,S2,SNR,,,,,,S2?,S2?,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,0,
Reptilian,rSMTU,173765,ARAAE01010,"Kinosternon baurii","Striped Mud Turtle",,G5,,,,S5,,S4,,,,,,S3?,S3?,SNR,,,,S4,,,,,,,W3,,,,,,,,,,,,,
Reptilian,rSNTU,173752,ARAAB01010,"Chelydra serpentina","Snapping Turtle",,G5,,S5,,S5,,S5,,S5,,S5,,S5,,SNR,,S5,,S5,,PSNG,,,N,NGSINM,,,,,0,0,0,0,0,0,1,0,0,
Reptilian,rSPKI,209250,ARADB19024,"Lampropeltis getula holbrooki","Speckled Kingsnake",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilian,rSPTU,173771,ARAAD02010,"Clemmys guttata","Spotted Turtle",,G5,,,,S3?,S3?,S3,S3,,,,,S3,S3,S5,,,,S4,,,,U,,,W1,ST,,,0,1,1,0,0,1,1,0,1,
Reptilian,rSRSN,174195,ARADB03010,"Cemophora coccinea","Scarlet Snake",,G5,,S5,,SNR,,S4S5,,S3S4,S3S4,S4,,S3,S3,SNR,,S5,,S4,,,,,N,NGSINM,"W1,W5",,,,0,0,0,1,0,0,0,0,1,
Reptilian,rSTSN,174277,ARADB33010,"Stilosoma extenuatum","Short-tailed Snake",,G3,G3,,,S3,S3,,,,,,,,,,,,,,,,ST,,,,,,,,0,1,0,0,0,0,0,0,0,
