strTaxClass,strSppC,strITIScode,strElCode,strGName,strSComNam,strSeasWarn,strGRank,strGRank2,strSRankAL,strSRankAL2,strSRankFL,strSRankFL2,strSRankGA,strSRankGA2,strSRankKY,strSRankKY2,strSRankMS,strSRankMS2,strSRankNC,strSRankNC2,strSRankSC,strSRankSC2,strSRankTN,strSRankTN2,strSRankVA,strSRankVA2,strSProtAL,strSProtFL,strSProtGA,strSProtKY,strSProtMS,strSProtNC,strSProtSC,strSProtTN,strSProtVA,strSGCNAL,strSGCNFL,strSGCNGA,strSGCNKY,strSGCNMS,strSGCNNC,strSGCNSC,strSGCNTN,strSGCNVA,USESA_CODE
Avian,bWODU,175122,ABNJB09010,"Aix sponsa","Wood Duck",,G5,,S5,,SNR,,S5,,S4S5B,,"S4B,S4N",,"S5B,S4N",,"SNRB,SNRN,SNRM",,S5B,,S5,,GB,,,N,,,,,,0,0,0,0,0,0,1,0,0,
Avian,bWOST,174897,ABNGF02010,"Mycteria americana","Wood Stork","Seasonal Note: this is a migratory species in the Southeast - only breeding season data is presented here",G4,,S2N,S2N,S2,S2,S2,S2,SNA,,S2N,S2N,"S1B,S1N","S1B,S1N",S1S2,S1S2,S3N,S3N,SNA,,SP,FE,E,N,LE,E,SE,,,1,1,1,0,1,1,1,0,0,
Avian,bWOTH,179777,ABPBJ19010,"Hylocichla mustelina","Wood Thrush","Seasonal Note: this is a migratory species in the Southeast - only breeding season data is presented here",G5,,S5B,,SNRB,,S5,,S5B,,S5B,,S5B,,S3?,S3?,S4,,S5,,,,,N,,,,,,1,1,0,1,1,1,1,1,1,
Avian,bWPWI,177961,ABNTA07070,"Caprimulgus vociferus",Whip-poor-will,"Seasonal Note: this is a migratory species in the Southeast - only breeding season data is presented here",G5,,"S5B,S3N","S5B,S3N",SNRN,,S4S5,,S5B,,S2?B,S2?B,S5B,,S4,,S3S4,S3S4,S5,,,,,N,,,,,,0,0,0,0,0,1,0,1,1,
Avian,bWTKI,175282,ABNKC06010,"Elanus leucurus","White-tailed Kite",,G5,,S3B,S3B,S1,S1,,,SNA,,SNA,,SNA,,,,,,,,,,,N,,,,,,0,1,0,0,0,0,0,0,0,
Avian,bWWDO,177121,ABNPB04010,"Zenaida asiatica","White-winged Dove",,G5,,S3N,S3N,SNA,,SNA,,,,SNA,,SNA,,,,,,SNA,,GB,,,,,,,,,0,0,0,0,0,0,0,0,0,
Avian,bYBCH,178964,ABPBX24010,"Icteria virens","Yellow-breasted Chat","Seasonal Note: this is a migratory species in the Southeast - only breeding season data is presented here",G5,,"S5B,S2N","S5B,S2N",SNRB,,S5,,S5B,,S5B,,S5B,,S4B,,S4,,S5,,,,,N,,,,,,0,0,0,0,0,0,0,0,1,
Avian,bYBCU,177831,ABNRB02020,"Coccyzus americanus","Yellow-billed Cuckoo","Seasonal Note: this is a migratory species in the Southeast - only breeding season data is presented here",G5,,S5B,,SNRB,,S5,,S5B,,S5B,,S5B,,S4,,S4S5,,S5B,,,,,N,,,,,,0,0,0,0,0,1,0,1,1,
Avian,bYBFL,178338,ABPAE33010,"Empidonax flaviventris","Yellow-bellied Flycatcher","Seasonal Note: this is a migratory species in the Southeast - only breeding season data is presented here",G5,,SNA,,SNA,,SNRN,,SNA,,SNA,,SUB,,SUB,,S3N,S3N,S1B,S1B,,,,N,,,,,SC,0,0,0,0,0,0,0,0,0,
Avian,bYBSA,178202,ABNYF05010,"Sphyrapicus varius","Yellow-bellied Sapsucker","Seasonal Note: this is a migratory species in the Southeast - only breeding season data is presented here",G5,,S5N,,SNRN,,S5,,S3S4N,S3S4N,S5N,,"S3B,S5N","S3B,S5N",SNRN,,"S1B,S4N","S1B,S4N","S1B,S4N","S1B,S4N",,,,N,,W2,,D,,0,0,1,0,0,1,0,1,0,
Avian,bYCNH,174842,ABNGA13010,"Nyctanassa violacea","Yellow-crowned Night-Heron","Seasonal Note: this is a migratory species in the Southeast - only breeding season data is presented here",G5,,"S2N,S4B","S2N,S4B",S3,S3,S3S4,S3S4,S2B,S2B,"S3B,S1N","S3B,S1N",S3B,S3B,"SNRB,SNRN",,S3,S3,"S2S3B,S3N","S2S3B,S3N",,,,T,,"W2,W3",,,SC,0,1,0,1,0,1,1,0,1,
Avian,bYTVI,179009,ABPBW01170,"Vireo flavifrons","Yellow-throated Vireo","Seasonal Note: this is a migratory species in the Southeast - only breeding season data is presented here",G5,,S5B,,SNRB,,S4,,S5B,,S5B,,S4B,,S3?B,S3?B,S4,,S4,,,,,N,,,,,,0,0,0,0,0,0,0,1,1,
Avian,bYTWA,178905,ABPBX03130,"Dendroica dominica","Yellow-throated Warbler","Seasonal Note: this is a migratory species in the Southeast - only breeding season data is presented here",G5,,"S5B,S3N","S5B,S3N","SNRB,SNRN",,S5,,S4S5B,,S5B,,S5B,,S3?,S3?,S4,,S4,,,,,N,,,,,,0,1,0,0,0,0,0,1,0,
Avian,bYWAR,178878,ABPBX03010,"Dendroica petechia","Yellow Warbler","Seasonal Note: this is a migratory species in the Southeast - only breeding season data is presented here",G5,,S4B,,"SNRB,SNRN",,S4,,S4S5B,,SNA,,S4B,,SNR,,S5,,S5,,,,,N,,,,,,0,0,0,0,0,0,0,0,1,
Mammalian,mABBE,180544,AMAJB01010,"Ursus americanus","American Black Bear",,G5,,S2,S2,S5,,S4,,S2,S2,S1,S1,S4,,S3?,S3?,S3,S3,S4,,GANOS,,,S,LE,,,,,0,0,0,0,0,0,0,0,0,
Mammalian,mALWO,555661,AMAFF08100,"Neotoma magister","Allegheny Woodrat",,G3G4,G3G4,S3,S3,,,,,S3S4,S3S4,,,S2,S2,,,S3,S3,S3,S3,,,,N,,SC,,D,,1,0,0,1,0,1,0,1,1,
Mammalian,mAMBE,180212,AMAFE01010,"Castor canadensis","American Beaver",,G5,,S5,,SNR,,S5,,S5,,S5,,S5,,SNR,,S5,,S5,,"GA, FB",,,N,,,,,,0,0,0,0,0,0,0,0,0,
Mammalian,mAMMI,180553,AMAJF02050,"Mustela vison","American Mink",,G5,,S5,,S5,,S5,,S5,,S5,,S4,,SNR,,S5,,S5,,FB,,,N,,,,,,0,1,0,0,0,0,0,0,0,
Mammalian,mAPCO,552514,AMAEB01090,"Sylvilagus obscurus","Appalachian Cottontail",,G4,,S1,S1,,,S1S2,S1S2,SU,,,,S3,S3,S3,S3,S3,S3,S4?,,GA,,R,,,SR-G,,,,1,0,1,1,0,1,1,0,1,
Mammalian,mBBBA,180008,AMACC04010,"Eptesicus fuscus","Big Brown Bat",,G5,,S5,,S3,S3,S5,,S5,,"S5B,S5N",,S5,,SNR,,S5,,S5,,,,,N,NGSINM,,,,,0,1,0,0,0,0,0,0,0,
Mammalian,mBFBA,180088,AMACD01010,"Tadarida brasiliensis","Brazilian Free-tailed Bat",,G5,,S3,S3,SNR,,S4,,SNA,,S5,,S4,,SNR,,SNA,,SNA,,,,,N,NGSINM,,,,,1,0,0,0,0,0,0,0,0,
Mammalian,mBLRA,180362,AMAFF21010,"Rattus rattus","Black Rat",,G5,,SNA,,,,SNA,,,,SNA,,SNA,,,,SNA,,SNA,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
Mammalian,mBOBC,180582,AMAJH03020,"Lynx rufus",Bobcat,,G5,,S4,,SNR,,S5,,S4,,S5,,S4,,SNR,,S5,,S4,,"GA, FB",,,N,,,,,,0,0,0,0,0,0,0,0,0,
Mammalian,mCISH,179929,AMABA01010,"Sorex cinereus","Cinereus Shrew",,G5,,,,,,S2S3,S2S3,S3,S3,,,S4,,SNR,,S4,,S5,,,,,S,,,,D,,0,0,1,1,0,1,1,1,0,
Mammalian,mCOMO,180279,AMAFF03080,"Peromyscus gossypinus","Cotton Mouse",,G5,,S5,,S5,,S5,,S2,S2,S5,,S5,,SNR,,S5,,S3,S3,,,,T,NGSINM,,,,,0,1,0,1,0,1,0,0,1,
Mammalian,mCOYO,180599,AMAJA01010,"Canis latrans",Coyote,,G5,,S5,,SNR,,S4?,,S5,,S5,,S4,,SNR,,S5,,S5,,"GA, FB",,,N,,,,,,0,0,0,0,0,0,0,0,0,
Mammalian,mDEMO,180276,AMAFF03040,"Peromyscus maniculatus","Deer Mouse",,G5,,,,,,S5,,S4,,SNR,,S5,,SNR,,S5,,S5,,,,,N,NGSINM,,,,,0,0,0,0,0,0,0,0,0,
Mammalian,mEACH,180207,AMAFB02230,"Tamias striatus","Eastern Chipmunk",,G5,,S5,,S2,S2,S5,,S5,,S5,,S5,,SNR,,S5,,S5,,,SSC,,N,NGSINM,,,,,0,1,0,0,0,0,0,0,0,
Mammalian,mEACO,180124,AMAEB01040,"Sylvilagus floridanus","Eastern Cottontail",,G5,,S5,,SNR,,S5,,S5,,S5,,S5,,SNR,,S5,,S5,,GA,,,N,,,,,,0,1,0,0,0,0,0,0,0,
Mammalian,mEAMO,179979,AMABB04010,"Scalopus aquaticus","Eastern Mole",,G5,,S5,,SNR,,S5,,S5,,S5,,S5,,SNR,,S5,,S5,,,,,N,NGSINM,,,,,0,0,0,0,0,1,0,0,0,
Mammalian,mEAPI,180025,AMACC03020,"Pipistrellus subflavus","Eastern Pipistrelle",,G5,,S5,,SNR,,S5,,S4S5,,S5,,S5,,SNR,,S5,,S5,,,,,N,NGSINM,,,,,0,1,0,0,0,0,0,0,0,
Mammalian,mEAWO,180372,AMAFF08010,"Neotoma floridana","Eastern Woodrat",,G5,,S4,,S5,,S5,,,,SNR,,S3S4,S3S4,S3S4,S3S4,SNR,,,,,,,,NGSINM,,,,,0,0,0,0,0,0,0,0,0,
Mammalian,mEFSQ,180172,AMAFB07040,"Sciurus niger","Eastern Fox Squirrel",,G5,,S3S4,S3S4,S5,,S5,,S5,,S5,,S3,S3,S4,,S5,,S4,,GA,,,N,,SR-G,,,,0,0,0,0,0,0,0,0,0,
Mammalian,mEGSQ,180175,AMAFB07010,"Sciurus carolinensis","Eastern Gray Squirrel",,G5,,S5,,SNR,,S5,,S5,,S5,,S5,,SNR,,S5,,S5,,GA,,,N,,,,,,0,0,0,0,0,0,0,0,0,
Mammalian,mEHMO,180342,AMAFF02020,"Reithrodontomys humulis","Eastern Harvest Mouse",,G5,,S5,,SNR,,S4,,S4,,SNR,,S4,,SNR,,S5,,S5,,,,,N,NGSINM,,,,,0,0,0,0,0,0,0,0,0,
Mammalian,mELK,180695,AMALC01010,"Cervus elaphus",Elk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,
Mammalian,mERBA,180016,AMACC05010,"Lasiurus borealis","Eastern Red Bat",,G5,,S5,,SNR,,S5,,S5,,S4S5,,S5,,SNR,,S5,,S4,,,,,N,NGSINM,,,,,0,1,0,0,0,0,0,0,0,
Mammalian,mESMY,179999,AMACC01130,"Myotis leibii","Eastern Small-footed Myotis",,G3,G3,S1,S1,,,S2?,S2?,S2,S2,,,S2,S2,S1,S1,S2S3,S2S3,S2,S2,,,,T,,SC,ST,D,,0,0,1,1,0,1,1,1,1,
Mammalian,mESSK,180570,AMAJF05010,"Spilogale putorius","Eastern Spotted Skunk",,G5,,S2S3,S2S3,SNR,,S4,,S2S3,S2S3,S1,S1,S3,S3,S4,,S3,S3,S3S4,S3S4,FB,,,S,,W2,,,,1,1,0,1,1,1,1,1,1,
Mammalian,mEVBA,180022,AMACC06010,"Nycticeius humeralis","Evening Bat",,G5,,S5,,SNR,,S5,,S3,S3,"SNRB,SNRN",,S5B,,SNR,,S5,,S4,,,,,S,NGSINM,,,,,0,0,0,1,0,0,0,0,0,
Mammalian,mFEHO,180722,AMALA01010,"Sus scrofa","Feral Hog",,G5,,SNA,,SNA,,SNA,,SNA,,SNA,,SNA,,,,SNA,,SNA,,GA,,,N,,,,,,0,0,0,0,0,0,0,0,0,
Mammalian,mFEHR,180691,AMATA01010,"Equus caballus","Feral Horse",,GNA,,,,,,SNA,,,,,,SNA,,,,,,SNA,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
Mammalian,mFHMO,180341,AMAFF02050,"Reithrodontomys fulvescens","Fulvous Harvest Mouse",,G5,,,,,,,,,,SNR,,,,,,,,,,,,,,NGSINM,,,,,0,0,0,0,0,0,0,0,0,
Mammalian,mFISH,180560,AMAJF01020,"Martes pennanti",Fisher,,G5,,,,,,,,,,,,SX,,,,S1,S1,S1,S1,,,,,,,,,,0,0,0,0,0,1,0,1,1,
Mammalian,mFLMO,180339,AMAFF20010,"Podomys floridanus","Florida Mouse",,G3,G3,,,S3,S3,,,,,,,,,,,,,,,,SSC,,,,,,,,0,1,0,0,0,0,0,0,0,
Mammalian,mGOMO,180379,AMAFF04010,"Ochrotomys nuttalli","Golden Mouse",,G5,,S5,,SNR,,S5,,S4,,SNR,,S5,,SNR,,S5,,S4,,,,,N,NGSINM,,,,,0,0,0,0,0,0,0,1,0,
Mammalian,mGRFO,180609,AMAJA04010,"Urocyon cinereoargenteus","Gray Fox",,G5,,S5,,SNR,,S5,,S4,,S5,,S5,,SNR,,S5,,S5,,"GA, FB",,,N,,,,,,0,0,0,0,0,0,0,0,0,
Mammalian,mGRMY,179997,AMACC01040,"Myotis grisescens","Gray Myotis",,G3,G3,S2,S2,S1,S1,S1,S1,S2,S2,SNA,,S1,S1,S1,S1,S2,S2,S1,S1,SP,FE,E,T,LE,E,,E,LE,1,1,1,1,1,1,0,1,1,LE
Mammalian,mHAMO,179977,AMABB03010,"Parascalops breweri","Hairy-tailed Mole",,G5,,,,,,S1,S1,S4,,,,S4,,SNR,,S3,S3,S5,,,,,N,,,,D,,0,0,1,0,0,1,1,1,0,
Mammalian,mHCRA,180349,AMAFF07010,"Sigmodon hispidus","Hispid Cotton Rat",,G5,,S5,,S5,,S5,,S3S4,S3S4,S5,,S5,,SNR,,S5,,S5,,,,,N,NGSINM,,,,,0,0,0,0,0,0,0,0,0,
Mammalian,mHOBA,180017,AMACC05030,"Lasiurus cinereus","Hoary Bat",,G5,,SNR,,SU,,S4,,S3S4,S3S4,S3,S3,S3S4,S3S4,SNR,,S5,,"SUB,S3N","SUB,S3N",,,,N,NGSINM,W2,,,,0,1,0,0,1,1,0,0,0,
Mammalian,mHOMO,180366,AMAFF22010,"Mus musculus","House Mouse",,G5,,SNA,,SNA,,SNA,,SNA,,SNA,,SNA,,SNA,,SNA,,SNA,,,,,N,,,,,,0,0,0,0,0,0,0,0,0,
Mammalian,mINBA,180001,AMACC01100,"Myotis sodalis","Indiana Bat",,G2,G2,S2,S2,SNA,,S1,S1,S1S2,S1S2,SH,,S1,S1,S1,S1,S1,S1,S1,S1,SP,FE,E,E,LE,E,SE,E,LE,1,0,1,1,1,1,0,1,1,LE
Mammalian,mJFBA,180058,AMACB07010,"Artibeus jamaicensis","Jamaican Fruit-eating Bat",,G5,,,,SNA,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
Mammalian,mLBBA,179988,AMACC01010,"Myotis lucifugus","Little Brown Bat",,G5,,S3,S3,SNR,,S3,S3,S5,,S2,S2,S4,,S3?,S3?,S5,,S5,,,,,N,NGSINM,,,,,1,0,0,0,1,0,0,0,0,
Mammalian,mLESH,179971,AMABA04010,"Cryptotis parva","Least Shrew",,G5,,S5,,SNR,,S5,,S5,,SNR,,S5,,SNR,,S5,,S5,,,,,N,NGSINM,,,,,0,0,0,0,0,1,0,0,0,
Mammalian,mLEWE,180554,AMAJF02020,"Mustela nivalis","Least Weasel",,G5,,,,,,S1,S1,S2S3,S2S3,,,S2,S2,SNR,,S2,S2,S3,S3,,,,S,,SR-G,,,,0,0,1,0,0,1,0,1,1,
Mammalian,mLOSH,179941,AMABA01210,"Sorex dispar","Long-tailed Shrew",,G4,,,,,,S1,S1,S1,S1,,,S2,S2,,,S2,S2,S3,S3,,,,N,,SC,,D,,0,0,1,1,0,1,0,1,1,
Mammalian,mLOWE,180556,AMAJF02030,"Mustela frenata","Long-tailed Weasel",,G5,,S3,S3,S5,,S5,,S4,,SNR,,S3S4,S3S4,S3S4,S3S4,S5,,S5,,SP,,,N,,W3,,,,0,1,0,0,0,0,0,0,0,
Mammalian,mMARA,180120,AMAEB01030,"Sylvilagus palustris","Marsh Rabbit",,G5,,S3,S3,SNR,,S5,,,,,,S5,,SNR,,,,S3,S3,GA,,,,,,,,SC,1,1,0,0,0,1,0,0,1,
Mammalian,mMEVO,180297,AMAFF11010,"Microtus pennsylvanicus","Meadow Vole",,G5,,,,SNR,,S3S4,S3S4,S5,,,,S5,,SNR,,S5,,S5,,,,,N,,,,,,0,0,0,0,0,1,1,0,0,
Mammalian,mMGSQ,552498,AMAFB07070,"Sciurus aureogaster","Mexican Gray Squirrel",,G5,,,,SNA,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
Mammalian,mMJMO,180386,AMAFH01010,"Zapus hudsonius","Meadow Jumping Mouse",,G5,,S3,S3,,,S3,S3,S4,,S1,S1,S3,S3,SNR,,S4,,S5,,SP,,,N,NGSINM,W2,,D,,1,0,0,0,1,1,0,1,0,
Mammalian,mMRRA,180336,AMAFF01010,"Oryzomys palustris","Marsh Rice Rat",,G5,,S5,,S5,,S5,,S4,,S5,,S5,,SNR,,S5,,S5,,,,,N,NGSINM,,,,,0,1,0,0,0,0,0,0,0,
Mammalian,mMUSK,180318,AMAFF15010,"Ondatra zibethicus",Muskrat,,G5,,S5,,,,S5,,S5,,S5,,S5,,SNR,,S5,,S5,,FB,,,N,,,,,,0,0,0,0,0,0,0,0,0,
Mammalian,mNFSQ,180169,AMAFB09020,"Glaucomys sabrinus","Northern Flying Squirrel",,G5,,,,,,,,,,,,S2,S2,,,SNR,,S1,S1,,,,,,,,,LE,0,0,0,0,0,0,0,0,0,
Mammalian,mNIAR,180103,AMADA01010,"Dasypus novemcinctus","Nine-banded Armadillo",,G5,,S5,,SNR,,S4,,SNA,,S5,,SNA,,SNR,,S3,S3,,,,,,N,,,,,,0,0,0,0,0,0,0,0,0,
Mammalian,mNOMY,180000,AMACC01150,"Myotis septentrionalis","Northern Myotis",,G4,,S2,S2,SH,,S3S4,S3S4,S4,,"S3?B,S3?N","S3?B,S3?N",S3S4,S3S4,S4,,S4,,S3S4,S3S4,,,,N,NGSINM,W2,,,,1,0,0,0,1,1,0,0,0,
Mammalian,mNORA,180363,AMAFF21020,"Rattus norvegicus","Norway Rat",,G5,,SNA,,SNA,,SNA,,SNA,,SNA,,SNA,,SNA,,SNA,,SNA,,,,,N,,,,,,0,0,0,0,0,0,0,0,0,
Mammalian,mNORC,180575,AMAJE02010,"Procyon lotor","Northern Raccoon",,G5,,S5,,S5,,S5,,S5,,S5,,S5,,SNR,,S5,,S5,,"GA, FB",,,N,,,,,,0,0,0,0,0,0,0,0,0,
Mammalian,mNROT,180549,AMAJF10010,"Lontra canadensis","Northern River Otter",,G5,,S4,,SNR,,S5,,S3S4,S3S4,S4,,S4,,SNR,,S3,S3,S4,,FB,,,N,,,,,SC,0,1,0,0,0,0,0,0,0,
Mammalian,mNSSH,179967,AMABA03010,"Blarina brevicauda","Northern Short-tailed Shrew",,G5,,S5,,,,S5,,S5,,,,S5,,SNR,,S5,,S5,,,,,N,,,,,,0,0,0,0,0,0,0,0,0,
Mammalian,mNUTR,180402,AMAFK01010,"Myocastor coypus",Nutria,,G5,,SNA,,SNA,,SNA,,,,SNA,,SNA,,,,,,SNA,,"GA, FB",,,,,,,,,0,0,0,0,0,0,0,0,0,
Mammalian,mNYBA,180019,AMACC05040,"Lasiurus intermedius","Northern Yellow Bat",,G4G5,,S1,S1,SNR,,S2S3,S2S3,,,S1,S1,SU,,SNR,,,,SNA,,,,,,NGSINM,SC,,,,1,1,1,0,1,1,1,0,0,
Mammalian,mOLMO,180290,AMAFF03060,"Peromyscus polionotus","Oldfield Mouse",,G5,,S5,,S5,,S5,,,,S1S2,S1S2,S2,S2,SNR,,S4S5,,,,,,,,NGSINM,SC,,,,0,0,0,0,0,0,0,0,0,
Mammalian,mPRVO,180312,AMAFF11140,"Microtus ochrogaster","Prairie Vole",,G5,,S2,S2,,,,,S5,,,,,,,,S3,S3,,,,,,N,,,,,,0,0,0,0,0,0,0,0,0,
Mammalian,mPUMA,552479,AMAJH04010,"Puma concolor",Puma,,G5,,SX,,S4,,SH,,SX,,S1,S1,SH,,SH,,SX,,SNR,,GANOS,,,N,,,,,,1,1,0,0,0,0,0,0,0,
Mammalian,mPYSH,179946,AMABA01250,"Sorex hoyi","Pygmy Shrew",,G5,,S1,S1,,,S2,S2,S4,,,,S3,S3,S3S4,S3S4,S2,S2,S4,,,,,N,,W2,,,,0,0,0,0,0,0,0,0,0,
Mammalian,mRBBA,555664,AMACC08020,"Corynorhinus rafinesquii","Rafinesque's Big-eared Bat",,G3G4,G3G4,S2,S2,S2,S2,S3?,S3?,S3,S3,S2,S2,S3,S3,S2?,S2?,S3,S3,S2,S2,SP,,R,S,NGSINM,T,SE,D,LE,1,1,1,1,1,1,1,1,1,
Mammalian,mREFO,180604,AMAJA03010,"Vulpes vulpes","Red Fox",,G5,,S4,,SNR,,S5,,S5,,S4S5,,S5,,SNR,,SNA,,S5,,"GA, FB",,,N,,,,,,0,0,0,0,0,0,0,0,0,
Mammalian,mRESQ,180166,AMAFB08010,"Tamiasciurus hudsonicus","Red Squirrel",,G5,,,,,,S3,S3,,,,,S5,,S3?,S3?,S4S5,,S5,,,,,,,,,,,0,0,1,0,0,0,0,1,0,
Mammalian,mREWO,180600,AMAJA01020,"Canis rufus","Red Wolf",,G1Q,G1Q,SX,,SX,,SX,,SX,,SX,,S1,S1,S1,S1,SX,,SX,,GA,FE,,X,,SR,,,,1,0,0,0,0,1,0,0,0,"LE, XN"
Mammalian,mROMU,180357,AMAFF14010,"Neofiber alleni","Round-tailed Muskrat",,G3,G3,,,S3,S3,S3,S3,,,,,,,,,,,,,,,T,,,,,,,0,1,1,0,0,0,0,0,0,
Mammalian,mROVO,180307,AMAFF11090,"Microtus chrotorrhinus","Rock Vole",,G4,,,,,,,,,,,,S3,S3,SNR,,SNR,,S1,S1,,,,,,,,,LE,0,0,0,0,0,0,0,0,1,
Mammalian,mSBLE,180324,AMAFF17010,"Synaptomys cooperi","Southern Bog Lemming",,G5,,,,,,S1,S1,S4,,,,S3S4,S3S4,SNR,,S4,,S5,,,,,N,,,,D,,0,0,1,0,0,1,0,1,1,
Mammalian,mSEBA,180020,AMACC05020,"Lasiurus seminolus","Seminole Bat",,G5,,S4S5,,SNR,,S5,,SNA,,SNR,,S3S4B,S3S4B,SNR,,,,SNA,,,,,N,NGSINM,W2,,,,0,1,0,0,0,1,0,0,0,
Mammalian,mSFSQ,180170,AMAFB09010,"Glaucomys volans","Southern Flying Squirrel",,G5,,S5,,SNR,,S5,,S5,,S5,,S5,,SNR,,S5,,S5,,,,,N,NGSINM,,,,,0,0,0,0,0,0,0,0,0,
Mammalian,mSIBA,180014,AMACC02010,"Lasionycteris noctivagans","Silver-haired Bat",,G5,,SNR,,SNR,,S5,,S4S5,,SNA,,S4,,SNR,,S4S5,,"SUB,S4N",,,,,N,NGSINM,,,,,0,0,0,0,1,1,0,0,0,
Mammalian,mSIDE,180696,AMALC01050,"Cervus nippon","Sika Deer",,G4,,,,,,,,,,,,,,,,,,SNA,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
Mammalian,mSMSH,179943,AMABA01180,"Sorex fumeus","Smoky Shrew",,G5,,,,,,S3?,S3?,S5,,,,S4,,S4,,S4,,S5,,,,,N,,,,D,,0,0,0,0,0,1,0,1,0,
Mammalian,mSNHA,180112,AMAEB03010,"Lepus americanus","Snowshoe Hare",,G5,,,,,,,,,,,,SX,,,,SNA,,S1,S1,,,,,,,,,LE,0,0,0,0,0,1,0,1,1,
Mammalian,mSOMY,179993,AMACC01030,"Myotis austroriparius","Southeastern Myotis",,G3G4,G3G4,S2,S2,S3,S3,S3,S3,S1S2,S1S2,S3,S3,S2,S2,S1,S1,S3,S3,S2,S2,SP,,,E,NGSINM,SC,,,,1,1,1,1,1,1,1,1,1,
Mammalian,mSOSH,179936,AMABA01060,"Sorex longirostris","Southeastern Shrew",,G5,,S4,,S5,,S4,,S4,,S4,,S4,,SNR,,S4,,S5,,,,,N,NGSINM,,,D,,0,1,0,0,0,0,0,1,1,
Mammalian,mSPGO,180218,AMAFC02040,"Geomys pinetis","Southeastern Pocket Gopher",,G5,,S3,S3,S5,,S4,,,,,,,,,,,,,,SP,,T,,,,,,,1,1,1,0,0,0,0,0,0,
Mammalian,mSRVO,180294,AMAFF09020,"Clethrionomys gapperi","Southern Red-backed Vole",,G5,,,,,,S3S4,S3S4,S3,S3,,,S4,,S2S3,S2S3,S4,,S5,,,,,N,,,,,,0,0,0,0,0,0,0,0,0,
Mammalian,mSSSH,179968,AMABA03020,"Blarina carolinensis","Southern Short-tailed Shrew",,G5,,S5,,SNR,,S5,,S5,,S5,,S5,,SNR,,,,S5,,,,,N,NGSINM,,,,,0,1,0,1,0,0,0,0,0,
Mammalian,mSTMO,179964,AMABB05010,"Condylura cristata","Star-nosed Mole",,G5,,,,SNR,,S2?,S2?,,,,,S4,,S3?,S3?,S2,S2,S4,,,,,,,,,D,,0,1,1,0,0,1,1,1,0,
Mammalian,mSTSK,180562,AMAJF06010,"Mephitis mephitis","Striped Skunk",,G5,,S4,,SNR,,S5,,S5,,S5,,S4,,SNR,,S5,,S5,,FB,,,N,,,,,,0,1,0,0,0,0,0,0,0,
Mammalian,mSWRA,180121,AMAEB01080,"Sylvilagus aquaticus","Swamp Rabbit",,G5,,S5,,,,S5,,S3S4,S3S4,S5,,,,S2S3,S2S3,S4,,,,GA,,,N,,,,,,0,0,0,1,0,0,1,0,0,
Mammalian,mTBBA,203452,AMACC08010,"Corynorhinus townsendii","Townsend's Big-eared Bat",,G4,,,,,,,,S1,S1,,,S1,S1,,,SNR,,S1,S1,,,,N,,,,,,0,0,0,1,0,1,0,1,0,
Mammalian,mVFBA,180083,AMACD03010,"Molossus molossus","Velvety Free-tailed Bat",,G5,,,,S1S2,S1S2,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,
Mammalian,mVIOP,179921,AMAAA01010,"Didelphis virginiana","Virginia Opossum",,G5,,S5,,SNR,,S5,,S5,,S5,,S5,,S5,,S5,,S5,,"GA, FB",,,N,,,,,,0,0,0,0,0,0,0,0,0,
Mammalian,mWASH,179933,AMABA01150,"Sorex palustris","Water Shrew",,G5,,,,,,S1,S1,,,,,S2,S2,SNR,,S2,S2,S1,S1,,,,,,,,D,LE,0,0,1,0,0,1,0,1,1,
Mammalian,mWBBA,180079,AMACD02030,"Eumops glaucinus","Wagner's Bonneted Bat",,G5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
Mammalian,mWHDE,180699,AMALC02020,"Odocoileus virginianus","White-tailed Deer",,G5,,S5,,S5,,S5,,S5,,S5,,S5,,S5,,S5,,S5,,GA,,,N,,,,,,0,0,0,0,0,0,0,0,0,
Mammalian,mWHMO,180278,AMAFF03070,"Peromyscus leucopus","White-footed Mouse",,G5,,S4,,,,S5,,S5,,S5,,S5,,SNR,,S5,,S5,,,,,N,NGSINM,,,,,0,0,0,0,0,1,0,0,1,
Mammalian,mWJMO,180390,AMAFH02010,"Napaeozapus insignis","Woodland Jumping Mouse",,G5,,,,,,S3,S3,S4,,,,S4,,S4?,,S4,,S5,,,,,N,,,,D,,0,0,0,0,0,1,1,1,0,
Mammalian,mWOOD,180137,AMAFB03010,"Marmota monax",Woodchuck,,G5,,S5,,,,S3,S3,S5,,S4?,,S5,,SNR,,S5,,S5,,GA,,,N,NGSINM,,,,,0,0,0,0,0,0,0,0,0,
